"Atom number","Rang","Delta P"
"4","1","0.526"
"15","2","0.014"
"24","3","0.014"
"14","4","-0.095"
"16","5","-0.095"
"23","6","-0.095"
"25","7","-0.095"
"8","8","-0.278"
"12","9","-0.396"
"21","10","-0.396"
"13","11","-0.437"
"17","12","-0.437"
"22","13","-0.437"
"26","14","-0.437"
"18","15","-0.455"
"9","16","-0.458"
"27","17","-0.458"
"6","18","-0.521"
"10","19","-0.609"
"28","20","-0.609"
"7","21","-0.620"
"19","22","-0.677"
"2","23","-0.704"
"5","24","-0.808"
"1","25","-0.827"
"11","26","-0.922"
"20","27","-0.922"
"3","28","-0.953"
