"Atom number","Rang","Delta P"
"4","1","0.336"
"2","2","0.324"
"1","3","0.203"
"5","4","0.151"
"3","5","0.019"
"16","6","-0.042"
"19","7","-0.042"
"22","8","-0.042"
"25","9","-0.042"
"7","10","-0.061"
"20","11","-0.167"
"21","12","-0.191"
"11","13","-0.386"
"27","14","-0.392"
"18","15","-0.408"
"29","16","-0.426"
"13","17","-0.449"
"10","18","-0.452"
"8","19","-0.492"
"28","20","-0.505"
"15","21","-0.523"
"12","22","-0.579"
"9","23","-0.593"
"24","24","-0.607"
"23","25","-0.697"
"26","26","-0.728"
"6","27","-0.765"
"14","28","-0.787"
"17","29","-0.902"
