"Atom number","Rang","Delta P"
"26","1","0.381"
"19","2","0.276"
"8","3","0.227"
"7","4","-0.057"
"3","5","-0.084"
"10","6","-0.084"
"14","7","-0.084"
"16","8","-0.084"
"18","9","-0.084"
"22","10","-0.084"
"25","11","-0.084"
"32","12","-0.084"
"30","13","-0.323"
"36","14","-0.343"
"6","15","-0.446"
"1","16","-0.481"
"27","17","-0.506"
"24","18","-0.507"
"28","19","-0.537"
"33","20","-0.547"
"5","21","-0.556"
"12","22","-0.583"
"23","23","-0.588"
"34","24","-0.596"
"21","25","-0.598"
"20","26","-0.605"
"11","27","-0.648"
"17","28","-0.659"
"29","29","-0.695"
"15","30","-0.717"
"4","31","-0.731"
"31","32","-0.815"
"13","33","-0.825"
"35","34","-0.848"
"2","35","-0.881"
"9","36","-0.896"
