"Atom number","Rang","Delta P"
"12","1","0.539"
"1","2","0.527"
"18","3","0.527"
"9","4","0.419"
"30","5","0.298"
"23","6","0.252"
"26","7","0.068"
"24","8","0.062"
"14","9","0.015"
"15","10","-0.005"
"29","11","-0.011"
"27","12","-0.151"
"4","13","-0.181"
"21","14","-0.250"
"5","15","-0.349"
"16","16","-0.439"
"20","17","-0.524"
"19","18","-0.533"
"3","19","-0.557"
"10","20","-0.558"
"13","21","-0.561"
"28","22","-0.573"
"7","23","-0.588"
"6","24","-0.622"
"25","25","-0.628"
"2","26","-0.728"
"11","27","-0.744"
"17","28","-0.760"
"22","29","-0.767"
"8","30","-0.777"
