"Atom number","Rang","Delta P"
"25","1","0.497"
"8","2","0.216"
"7","3","-0.053"
"3","4","-0.078"
"10","5","-0.078"
"14","6","-0.078"
"16","7","-0.078"
"21","8","-0.078"
"24","9","-0.078"
"31","10","-0.078"
"18","11","-0.099"
"29","12","-0.273"
"35","13","-0.288"
"6","14","-0.351"
"1","15","-0.399"
"32","16","-0.426"
"17","17","-0.440"
"26","18","-0.443"
"23","19","-0.448"
"12","20","-0.462"
"27","21","-0.466"
"5","22","-0.477"
"19","23","-0.496"
"33","24","-0.525"
"22","25","-0.550"
"11","26","-0.571"
"20","27","-0.602"
"15","28","-0.618"
"28","29","-0.642"
"4","30","-0.656"
"30","31","-0.736"
"13","32","-0.750"
"34","33","-0.770"
"2","34","-0.834"
"9","35","-0.854"
