"Atom number","Rang","Delta P"
"30","1","0.185"
"3","2","0.007"
"21","3","-0.030"
"29","4","-0.035"
"5","5","-0.040"
"23","6","-0.040"
"12","7","-0.056"
"8","8","-0.088"
"13","9","-0.101"
"1","10","-0.107"
"16","11","-0.113"
"28","12","-0.122"
"27","13","-0.127"
"2","14","-0.129"
"6","15","-0.135"
"19","16","-0.141"
"7","17","-0.154"
"14","18","-0.154"
"20","19","-0.157"
"26","20","-0.157"
"31","21","-0.157"
"9","22","-0.162"
"17","23","-0.168"
"4","24","-0.170"
"24","25","-0.172"
"11","26","-0.173"
"33","27","-0.176"
"25","28","-0.177"
"32","29","-0.177"
"18","30","-0.180"
"15","31","-0.204"
"10","32","-0.209"
"22","33","-0.289"
