"Atom number","Rang","Delta P"
"31","1","0.491"
"35","2","0.225"
"6","3","0.074"
"7","4","-0.012"
"23","5","-0.044"
"24","6","-0.101"
"27","7","-0.127"
"1","8","-0.145"
"4","9","-0.149"
"8","10","-0.155"
"34","11","-0.196"
"26","12","-0.208"
"25","13","-0.214"
"32","14","-0.230"
"2","15","-0.232"
"37","16","-0.235"
"15","17","-0.236"
"16","18","-0.236"
"33","19","-0.274"
"19","20","-0.283"
"30","21","-0.291"
"29","22","-0.292"
"12","23","-0.295"
"14","24","-0.295"
"36","25","-0.342"
"22","26","-0.359"
"20","27","-0.382"
"28","28","-0.399"
"21","29","-0.408"
"18","30","-0.421"
"17","31","-0.427"
"9","32","-0.430"
"10","33","-0.536"
"3","34","-0.544"
"11","35","-0.545"
"13","36","-0.609"
"5","37","-0.610"
