"Atom number","Rang","Delta P"
"23","1","0.353"
"31","2","0.209"
"1","3","0.012"
"3","4","-0.041"
"2","5","-0.169"
"7","6","-0.203"
"32","7","-0.287"
"24","8","-0.401"
"28","9","-0.416"
"20","10","-0.440"
"26","11","-0.440"
"21","12","-0.448"
"25","13","-0.448"
"16","14","-0.469"
"22","15","-0.474"
"27","16","-0.496"
"14","17","-0.625"
"17","18","-0.665"
"18","19","-0.665"
"19","20","-0.682"
"5","21","-0.703"
"10","22","-0.714"
"29","23","-0.759"
"11","24","-0.768"
"6","25","-0.772"
"8","26","-0.775"
"4","27","-0.778"
"13","28","-0.778"
"9","29","-0.813"
"15","30","-0.817"
"12","31","-0.875"
"30","32","-0.896"
"33","33","-0.899"
"34","34","-0.924"
