"Atom number","Rang","Delta P"
"40","1","-0.042"
"1","2","-0.209"
"36","3","-0.209"
"3","4","-0.233"
"6","5","-0.233"
"8","6","-0.233"
"11","7","-0.233"
"24","8","-0.233"
"34","9","-0.254"
"17","10","-0.265"
"41","11","-0.290"
"4","12","-0.297"
"2","13","-0.299"
"39","14","-0.309"
"42","15","-0.309"
"20","16","-0.347"
"28","17","-0.383"
"29","18","-0.389"
"26","19","-0.407"
"38","20","-0.407"
"23","21","-0.419"
"31","22","-0.432"
"35","23","-0.440"
"14","24","-0.464"
"32","25","-0.466"
"33","26","-0.468"
"18","27","-0.479"
"22","28","-0.625"
"30","29","-0.626"
"37","30","-0.652"
"12","31","-0.668"
"10","32","-0.669"
"5","33","-0.709"
"16","34","-0.716"
"9","35","-0.718"
"27","36","-0.764"
"15","37","-0.774"
"25","38","-0.822"
"19","39","-0.825"
"7","40","-0.832"
"13","41","-0.852"
"21","42","-0.872"
