"Atom number","Rang","Delta P"
"23","1","0.147"
"22","2","-0.037"
"29","3","-0.113"
"32","4","-0.113"
"6","5","-0.141"
"10","6","-0.141"
"21","7","-0.150"
"9","8","-0.170"
"28","9","-0.185"
"33","10","-0.185"
"24","11","-0.189"
"17","12","-0.295"
"18","13","-0.295"
"13","14","-0.421"
"5","15","-0.456"
"16","16","-0.497"
"30","17","-0.542"
"2","18","-0.560"
"12","19","-0.560"
"8","20","-0.573"
"31","21","-0.574"
"27","22","-0.592"
"1","23","-0.625"
"4","24","-0.689"
"26","25","-0.723"
"11","26","-0.734"
"7","27","-0.735"
"3","28","-0.740"
"20","29","-0.742"
"25","30","-0.766"
"19","31","-0.785"
"14","32","-0.795"
"15","33","-0.875"
