"Atom number","Rang","Delta P"
"1","1","0.668"
"26","2","0.430"
"24","3","0.294"
"29","4","0.135"
"4","5","0.083"
"28","6","0.038"
"21","7","0.033"
"15","8","-0.026"
"5","9","-0.101"
"14","10","-0.150"
"6","11","-0.172"
"16","12","-0.203"
"11","13","-0.205"
"10","14","-0.305"
"12","15","-0.314"
"18","16","-0.347"
"9","17","-0.355"
"13","18","-0.399"
"17","19","-0.399"
"19","20","-0.434"
"20","21","-0.459"
"27","22","-0.490"
"22","23","-0.522"
"25","24","-0.529"
"23","25","-0.535"
"3","26","-0.553"
"8","27","-0.557"
"7","28","-0.687"
"2","29","-0.755"
