"Atom number","Rang","Delta P"
"15","1","0.543"
"34","2","0.510"
"16","3","0.495"
"21","4","0.213"
"1","5","0.190"
"10","6","0.182"
"11","7","0.056"
"9","8","0.038"
"6","9","-0.041"
"8","10","-0.053"
"12","11","-0.089"
"4","12","-0.135"
"30","13","-0.137"
"2","14","-0.176"
"18","15","-0.201"
"35","16","-0.206"
"14","17","-0.223"
"22","18","-0.223"
"17","19","-0.224"
"19","20","-0.226"
"29","21","-0.230"
"23","22","-0.236"
"24","23","-0.236"
"26","24","-0.241"
"20","25","-0.261"
"28","26","-0.272"
"27","27","-0.275"
"31","28","-0.301"
"3","29","-0.378"
"25","30","-0.392"
"5","31","-0.395"
"13","32","-0.410"
"7","33","-0.478"
"32","34","-0.514"
"33","35","-0.556"
