"Atom number","Rang","Delta P"
"20","1","0.365"
"2","2","0.289"
"35","3","0.186"
"32","4","0.116"
"21","5","0.072"
"24","6","0.066"
"25","7","0.066"
"23","8","0.004"
"4","9","-0.064"
"7","10","-0.064"
"30","11","-0.064"
"33","12","-0.064"
"36","13","-0.064"
"17","14","-0.067"
"26","15","-0.067"
"29","16","-0.077"
"3","17","-0.179"
"14","18","-0.238"
"10","19","-0.246"
"16","20","-0.316"
"27","21","-0.316"
"6","22","-0.320"
"28","23","-0.362"
"9","24","-0.412"
"15","25","-0.451"
"18","26","-0.472"
"5","27","-0.537"
"1","28","-0.615"
"31","29","-0.630"
"34","30","-0.630"
"37","31","-0.630"
"12","32","-0.661"
"8","33","-0.681"
"11","34","-0.744"
"22","35","-0.768"
"19","36","-0.769"
"13","37","-0.781"
