"Atom number","Rang","Delta P"
"24","1","0.038"
"8","2","-0.009"
"25","3","-0.047"
"17","4","-0.079"
"20","5","-0.079"
"16","6","-0.086"
"21","7","-0.086"
"40","8","-0.093"
"23","9","-0.104"
"26","10","-0.115"
"42","11","-0.146"
"4","12","-0.160"
"5","13","-0.183"
"9","14","-0.183"
"44","15","-0.192"
"31","16","-0.199"
"32","17","-0.199"
"11","18","-0.231"
"37","19","-0.250"
"12","20","-0.281"
"34","21","-0.282"
"36","22","-0.287"
"30","23","-0.304"
"3","24","-0.332"
"2","25","-0.347"
"7","26","-0.361"
"38","27","-0.372"
"18","28","-0.397"
"1","29","-0.405"
"28","30","-0.406"
"19","31","-0.444"
"35","32","-0.453"
"15","33","-0.464"
"41","34","-0.469"
"39","35","-0.474"
"43","36","-0.506"
"45","37","-0.506"
"13","38","-0.509"
"33","39","-0.554"
"27","40","-0.589"
"14","41","-0.598"
"10","42","-0.624"
"6","43","-0.626"
"22","44","-0.656"
"29","45","-0.682"
