"Atom number","Rang","Delta P"
"4","1","0.168"
"32","2","0.109"
"15","3","0.049"
"27","4","-0.262"
"14","5","-0.323"
"16","6","-0.388"
"26","7","-0.419"
"30","8","-0.419"
"17","9","-0.500"
"24","10","-0.500"
"28","11","-0.500"
"13","12","-0.502"
"23","13","-0.533"
"12","14","-0.603"
"20","15","-0.612"
"8","16","-0.619"
"9","17","-0.622"
"25","18","-0.629"
"31","19","-0.629"
"6","20","-0.658"
"19","21","-0.675"
"7","22","-0.732"
"10","23","-0.745"
"21","24","-0.772"
"2","25","-0.780"
"33","26","-0.850"
"5","27","-0.856"
"1","28","-0.869"
"18","29","-0.932"
"29","30","-0.932"
"3","31","-0.941"
"11","32","-0.942"
"22","33","-0.955"
