"Atom number","Rang","Delta P"
"3","1","0.799"
"2","2","0.586"
"22","3","0.088"
"4","4","-0.126"
"36","5","-0.165"
"1","6","-0.183"
"39","7","-0.212"
"28","8","-0.228"
"14","9","-0.315"
"15","10","-0.315"
"45","11","-0.315"
"46","12","-0.315"
"19","13","-0.336"
"43","14","-0.336"
"24","15","-0.338"
"35","16","-0.385"
"18","17","-0.438"
"44","18","-0.438"
"10","19","-0.446"
"48","20","-0.446"
"11","21","-0.449"
"47","22","-0.449"
"12","23","-0.470"
"29","24","-0.475"
"20","25","-0.495"
"13","26","-0.498"
"16","27","-0.498"
"30","28","-0.516"
"7","29","-0.519"
"25","30","-0.529"
"17","31","-0.532"
"9","32","-0.553"
"32","33","-0.559"
"31","34","-0.632"
"50","35","-0.653"
"49","36","-0.673"
"23","37","-0.679"
"37","38","-0.690"
"41","39","-0.690"
"6","40","-0.699"
"38","41","-0.705"
"33","42","-0.710"
"40","43","-0.740"
"5","44","-0.746"
"34","45","-0.747"
"8","46","-0.751"
"21","47","-0.812"
"26","48","-0.874"
"27","49","-0.877"
"42","50","-0.897"
