"Atom number","Rang","Delta P"
"26","1","0.194"
"23","2","0.139"
"15","3","-0.040"
"4","4","-0.068"
"2","5","-0.097"
"1","6","-0.113"
"27","7","-0.121"
"28","8","-0.121"
"19","9","-0.126"
"9","10","-0.127"
"16","11","-0.137"
"24","12","-0.142"
"25","13","-0.144"
"12","14","-0.145"
"31","15","-0.147"
"3","16","-0.156"
"33","17","-0.159"
"14","18","-0.161"
"18","19","-0.161"
"20","20","-0.161"
"30","21","-0.161"
"36","22","-0.161"
"35","23","-0.164"
"38","24","-0.180"
"17","25","-0.181"
"21","26","-0.181"
"29","27","-0.193"
"37","28","-0.194"
"11","29","-0.216"
"13","30","-0.219"
"32","31","-0.220"
"34","32","-0.220"
"6","33","-0.245"
"8","34","-0.254"
"5","35","-0.271"
"22","36","-0.308"
"7","37","-0.310"
"10","38","-0.355"
