"Atom number","Rang","Delta P"
"1","1","0.549"
"26","2","0.093"
"27","3","0.079"
"3","4","0.067"
"8","5","0.031"
"12","6","-0.105"
"18","7","-0.105"
"6","8","-0.116"
"21","9","-0.116"
"25","10","-0.170"
"28","11","-0.195"
"13","12","-0.196"
"17","13","-0.196"
"4","14","-0.201"
"5","15","-0.204"
"19","16","-0.239"
"20","17","-0.303"
"2","18","-0.341"
"10","19","-0.389"
"15","20","-0.403"
"11","21","-0.409"
"9","22","-0.427"
"14","23","-0.443"
"16","24","-0.475"
"7","25","-0.569"
"23","26","-0.577"
"29","27","-0.625"
"30","28","-0.638"
"24","29","-0.652"
"22","30","-0.690"
