"Atom number","Rang","Delta P"
"31","1","0.492"
"3","2","0.448"
"22","3","0.360"
"23","4","0.263"
"1","5","0.262"
"16","6","0.246"
"19","7","0.084"
"2","8","-0.015"
"7","9","-0.068"
"34","10","-0.070"
"32","11","-0.112"
"5","12","-0.165"
"17","13","-0.176"
"18","14","-0.176"
"24","15","-0.248"
"33","16","-0.266"
"10","17","-0.314"
"11","18","-0.331"
"28","19","-0.338"
"20","20","-0.392"
"26","21","-0.392"
"27","22","-0.407"
"21","23","-0.428"
"25","24","-0.428"
"14","25","-0.451"
"4","26","-0.483"
"8","27","-0.487"
"6","28","-0.493"
"13","29","-0.548"
"9","30","-0.565"
"30","31","-0.571"
"29","32","-0.579"
"12","33","-0.700"
"15","34","-0.722"
