"Atom number","Rang","Delta P"
"23","1","0.294"
"9","2","0.285"
"8","3","0.238"
"29","4","0.203"
"32","5","0.203"
"17","6","0.185"
"18","7","0.185"
"6","8","0.178"
"10","9","0.178"
"22","10","0.153"
"28","11","0.073"
"33","12","0.073"
"24","13","0.053"
"12","14","0.046"
"13","15","0.046"
"5","16","0.039"
"16","17","-0.010"
"4","18","-0.114"
"26","19","-0.123"
"2","20","-0.174"
"14","21","-0.211"
"21","22","-0.215"
"15","23","-0.308"
"27","24","-0.326"
"30","25","-0.363"
"31","26","-0.374"
"7","27","-0.378"
"11","28","-0.378"
"1","29","-0.379"
"19","30","-0.379"
"20","31","-0.442"
"3","32","-0.560"
"25","33","-0.605"
