"Atom number","Rang","Delta P"
"22","1","0.337"
"26","2","0.337"
"9","3","0.104"
"30","4","0.104"
"8","5","0.014"
"31","6","0.014"
"3","7","0.005"
"12","8","-0.045"
"20","9","-0.080"
"13","10","-0.092"
"23","11","-0.092"
"25","12","-0.092"
"18","13","-0.108"
"28","14","-0.108"
"5","15","-0.156"
"19","16","-0.168"
"27","17","-0.168"
"1","18","-0.185"
"21","19","-0.197"
"16","20","-0.217"
"14","21","-0.244"
"2","22","-0.252"
"29","23","-0.256"
"7","24","-0.265"
"17","25","-0.291"
"10","26","-0.324"
"6","27","-0.327"
"24","28","-0.330"
"11","29","-0.363"
"4","30","-0.368"
"15","31","-0.611"
