"Atom number","Rang","Delta P"
"31","1","0.419"
"35","2","0.201"
"6","3","0.104"
"25","4","0.074"
"7","5","0.069"
"15","6","0.039"
"16","7","0.039"
"24","8","0.031"
"8","9","0.021"
"23","10","0.008"
"34","11","0.005"
"14","12","-0.034"
"27","13","-0.036"
"32","14","-0.086"
"26","15","-0.088"
"37","16","-0.094"
"1","17","-0.110"
"19","18","-0.111"
"17","19","-0.123"
"33","20","-0.147"
"36","21","-0.152"
"4","22","-0.154"
"12","23","-0.164"
"30","24","-0.189"
"29","25","-0.195"
"11","26","-0.211"
"20","27","-0.216"
"9","28","-0.221"
"18","29","-0.232"
"21","30","-0.244"
"22","31","-0.249"
"28","32","-0.250"
"2","33","-0.264"
"10","34","-0.319"
"13","35","-0.462"
"3","36","-0.463"
"5","37","-0.559"
