"Atom number","Rang","Delta P"
"16","1","0.452"
"2","2","-0.046"
"9","3","-0.046"
"12","4","-0.060"
"15","5","-0.060"
"18","6","-0.060"
"24","7","-0.081"
"1","8","-0.162"
"10","9","-0.162"
"23","10","-0.197"
"21","11","-0.216"
"22","12","-0.216"
"25","13","-0.262"
"19","14","-0.306"
"20","15","-0.308"
"7","16","-0.367"
"26","17","-0.388"
"13","18","-0.408"
"14","19","-0.414"
"4","20","-0.463"
"3","21","-0.516"
"8","22","-0.517"
"17","23","-0.535"
"5","24","-0.565"
"11","25","-0.601"
"6","26","-0.649"
