"Atom number","Rang","Delta P"
"12","1","0.176"
"33","2","0.152"
"2","3","0.133"
"27","4","0.117"
"3","5","0.101"
"10","6","0.101"
"14","7","0.101"
"16","8","0.101"
"18","9","0.101"
"22","10","0.101"
"25","11","0.101"
"32","12","0.101"
"11","13","0.081"
"24","14","0.075"
"1","15","0.068"
"34","16","0.064"
"20","17","-0.010"
"28","18","-0.035"
"30","19","-0.064"
"36","20","-0.064"
"23","21","-0.092"
"17","22","-0.111"
"4","23","-0.231"
"21","24","-0.241"
"5","25","-0.331"
"15","26","-0.338"
"9","27","-0.402"
"29","28","-0.435"
"35","29","-0.564"
"6","30","-0.566"
"19","31","-0.567"
"26","32","-0.568"
"13","33","-0.599"
"31","34","-0.615"
"7","35","-0.800"
"8","36","-0.906"
