"Atom number","Rang","Delta P"
"31","1","0.519"
"35","2","0.282"
"6","3","0.112"
"23","4","0.097"
"34","5","0.037"
"19","6","0.028"
"1","7","0.027"
"24","8","-0.002"
"7","9","-0.032"
"27","10","-0.050"
"8","11","-0.060"
"14","12","-0.081"
"30","13","-0.084"
"15","14","-0.105"
"16","15","-0.105"
"25","16","-0.110"
"26","17","-0.110"
"32","18","-0.122"
"2","19","-0.154"
"37","20","-0.158"
"33","21","-0.169"
"36","22","-0.172"
"20","23","-0.191"
"12","24","-0.193"
"29","25","-0.195"
"22","26","-0.203"
"21","27","-0.217"
"28","28","-0.246"
"4","29","-0.286"
"18","30","-0.287"
"9","31","-0.296"
"17","32","-0.302"
"10","33","-0.369"
"11","34","-0.440"
"3","35","-0.522"
"5","36","-0.546"
"13","37","-0.711"
