"Atom number","Rang","Delta P"
"24","1","0.656"
"19","2","0.607"
"17","3","0.412"
"29","4","0.372"
"1","5","0.326"
"23","6","0.207"
"12","7","0.076"
"34","8","0.020"
"20","9","0.016"
"21","10","-0.109"
"22","11","-0.109"
"25","12","-0.109"
"26","13","-0.109"
"18","14","-0.145"
"9","15","-0.210"
"30","16","-0.225"
"11","17","-0.237"
"3","18","-0.270"
"4","19","-0.286"
"5","20","-0.301"
"10","21","-0.381"
"14","22","-0.397"
"36","23","-0.405"
"6","24","-0.412"
"33","25","-0.421"
"7","26","-0.423"
"35","27","-0.474"
"15","28","-0.489"
"13","29","-0.523"
"8","30","-0.565"
"2","31","-0.579"
"27","32","-0.581"
"32","33","-0.608"
"31","34","-0.616"
"28","35","-0.660"
"16","36","-0.749"
