"Atom number","Rang","Delta P"
"14","1","0.592"
"1","2","0.568"
"7","3","0.568"
"26","4","0.550"
"27","5","0.543"
"10","6","0.372"
"11","7","0.004"
"24","8","0.000"
"18","9","-0.005"
"17","10","-0.064"
"12","11","-0.139"
"25","12","-0.242"
"9","13","-0.248"
"13","14","-0.258"
"4","15","-0.266"
"28","16","-0.275"
"30","17","-0.283"
"32","18","-0.298"
"29","19","-0.317"
"8","20","-0.406"
"33","21","-0.406"
"19","22","-0.425"
"15","23","-0.458"
"16","24","-0.458"
"21","25","-0.486"
"23","26","-0.536"
"22","27","-0.553"
"3","28","-0.607"
"5","29","-0.607"
"2","30","-0.677"
"6","31","-0.677"
"20","32","-0.707"
"31","33","-0.714"
