"Atom number","Rang","Delta P"
"6","1","0.263"
"32","2","0.200"
"1","3","-0.009"
"17","4","-0.014"
"2","5","-0.051"
"30","6","-0.067"
"3","7","-0.072"
"29","8","-0.162"
"31","9","-0.186"
"9","10","-0.201"
"5","11","-0.294"
"21","12","-0.295"
"7","13","-0.296"
"13","14","-0.350"
"20","15","-0.380"
"8","16","-0.404"
"14","17","-0.446"
"18","18","-0.471"
"4","19","-0.474"
"11","20","-0.511"
"25","21","-0.511"
"26","22","-0.531"
"27","23","-0.531"
"28","24","-0.531"
"22","25","-0.580"
"15","26","-0.582"
"12","27","-0.592"
"23","28","-0.593"
"19","29","-0.597"
"16","30","-0.607"
"24","31","-0.638"
"10","32","-0.809"
