"Atom number","Rang","Delta P"
"15","1","0.825"
"1","2","0.350"
"32","3","0.342"
"10","4","0.300"
"5","5","0.288"
"35","6","0.273"
"21","7","0.261"
"25","8","0.247"
"28","9","0.247"
"33","10","0.247"
"36","11","0.247"
"39","12","0.247"
"38","13","0.196"
"22","14","0.137"
"24","15","0.106"
"29","16","0.104"
"30","17","0.057"
"27","18","0.056"
"26","19","-0.017"
"41","20","-0.043"
"20","21","-0.069"
"31","22","-0.070"
"34","23","-0.072"
"37","24","-0.072"
"40","25","-0.111"
"6","26","-0.120"
"7","27","-0.129"
"8","28","-0.129"
"9","29","-0.129"
"23","30","-0.165"
"16","31","-0.169"
"11","32","-0.213"
"12","33","-0.267"
"3","34","-0.315"
"2","35","-0.332"
"19","36","-0.359"
"18","37","-0.402"
"42","38","-0.433"
"4","39","-0.485"
"13","40","-0.499"
"14","41","-0.517"
"43","42","-0.537"
"17","43","-0.570"
