"Atom number","Rang","Delta P"
"12","1","0.388"
"1","2","0.286"
"8","3","0.163"
"13","4","-0.080"
"18","5","-0.081"
"4","6","-0.087"
"17","7","-0.087"
"19","8","-0.100"
"16","9","-0.156"
"9","10","-0.163"
"5","11","-0.193"
"7","12","-0.206"
"22","13","-0.293"
"10","14","-0.321"
"24","15","-0.342"
"3","16","-0.385"
"15","17","-0.415"
"20","18","-0.425"
"26","19","-0.454"
"27","20","-0.454"
"23","21","-0.460"
"25","22","-0.515"
"6","23","-0.525"
"2","24","-0.546"
"21","25","-0.654"
"14","26","-0.765"
"11","27","-0.812"
