"Atom number","Rang","Delta P"
"25","1","0.388"
"23","2","0.275"
"27","3","0.200"
"28","4","0.141"
"6","5","0.109"
"20","6","0.078"
"4","7","0.038"
"5","8","-0.001"
"17","9","-0.245"
"13","10","-0.257"
"21","11","-0.261"
"16","12","-0.302"
"15","13","-0.374"
"7","14","-0.384"
"12","15","-0.389"
"10","16","-0.419"
"19","17","-0.488"
"9","18","-0.501"
"11","19","-0.509"
"2","20","-0.547"
"22","21","-0.571"
"1","22","-0.621"
"3","23","-0.649"
"26","24","-0.675"
"14","25","-0.685"
"18","26","-0.685"
"24","27","-0.736"
"8","28","-0.796"
