"Atom number","Rang","Delta P"
"12","1","0.598"
"1","2","0.574"
"18","3","0.574"
"9","4","0.474"
"26","5","0.150"
"30","6","0.087"
"24","7","-0.068"
"29","8","-0.168"
"15","9","-0.187"
"27","10","-0.336"
"14","11","-0.361"
"28","12","-0.459"
"21","13","-0.500"
"4","14","-0.513"
"25","15","-0.536"
"10","16","-0.610"
"16","17","-0.613"
"20","18","-0.613"
"8","19","-0.645"
"22","20","-0.661"
"11","21","-0.726"
"5","22","-0.732"
"19","23","-0.736"
"23","24","-0.764"
"7","25","-0.785"
"2","26","-0.800"
"13","27","-0.806"
"3","28","-0.809"
"17","29","-0.827"
"6","30","-0.876"
