"Atom number","Rang","Delta P"
"1","1","0.668"
"26","2","0.205"
"24","3","0.195"
"29","4","0.122"
"28","5","-0.159"
"5","6","-0.185"
"21","7","-0.199"
"4","8","-0.222"
"15","9","-0.300"
"10","10","-0.319"
"6","11","-0.376"
"14","12","-0.427"
"25","13","-0.434"
"20","14","-0.467"
"23","15","-0.476"
"13","16","-0.529"
"17","17","-0.529"
"16","18","-0.540"
"12","19","-0.627"
"27","20","-0.635"
"22","21","-0.654"
"9","22","-0.697"
"11","23","-0.733"
"2","24","-0.741"
"19","25","-0.746"
"18","26","-0.756"
"3","27","-0.779"
"8","28","-0.911"
"7","29","-0.922"
