"Atom number","Rang","Delta P"
"1","1","0.506"
"26","2","0.370"
"28","3","0.152"
"29","4","0.100"
"21","5","0.033"
"6","6","-0.003"
"4","7","-0.031"
"5","8","-0.062"
"22","9","-0.220"
"16","10","-0.263"
"12","11","-0.275"
"15","12","-0.315"
"24","13","-0.330"
"9","14","-0.370"
"14","15","-0.383"
"11","16","-0.398"
"25","17","-0.444"
"3","18","-0.471"
"18","19","-0.489"
"10","20","-0.509"
"19","21","-0.543"
"23","22","-0.566"
"7","23","-0.581"
"8","24","-0.611"
"20","25","-0.612"
"27","26","-0.668"
"13","27","-0.672"
"17","28","-0.672"
"2","29","-0.876"
