"Atom number","Rang","Delta P"
"20","1","-0.021"
"19","2","-0.028"
"21","3","-0.202"
"5","4","-0.222"
"10","5","-0.262"
"18","6","-0.308"
"1","7","-0.319"
"3","8","-0.351"
"7","9","-0.351"
"9","10","-0.351"
"12","11","-0.351"
"16","12","-0.351"
"23","13","-0.351"
"4","14","-0.411"
"15","15","-0.438"
"26","16","-0.452"
"25","17","-0.557"
"11","18","-0.712"
"6","19","-0.745"
"17","20","-0.772"
"14","21","-0.795"
"2","22","-0.870"
"22","23","-0.914"
"24","24","-0.919"
"8","25","-0.931"
"13","26","-0.974"
