"Atom number","Rang","Delta P"
"16","1","0.470"
"1","2","0.237"
"8","3","0.027"
"2","4","-0.042"
"4","5","-0.050"
"34","6","-0.052"
"30","7","-0.076"
"9","8","-0.082"
"12","9","-0.123"
"35","10","-0.138"
"15","11","-0.152"
"22","12","-0.152"
"23","13","-0.171"
"24","14","-0.171"
"10","15","-0.178"
"11","16","-0.178"
"17","17","-0.182"
"31","18","-0.226"
"18","19","-0.235"
"3","20","-0.240"
"29","21","-0.244"
"33","22","-0.250"
"28","23","-0.260"
"26","24","-0.262"
"5","25","-0.264"
"14","26","-0.266"
"7","27","-0.281"
"6","28","-0.298"
"13","29","-0.320"
"20","30","-0.350"
"19","31","-0.362"
"27","32","-0.434"
"25","33","-0.504"
"32","34","-0.611"
"21","35","-0.749"
