"Atom number","Rang","Delta P"
"27","1","0.820"
"28","2","0.820"
"1","3","0.331"
"25","4","0.251"
"35","5","0.166"
"31","6","0.138"
"19","7","0.107"
"32","8","0.102"
"18","9","0.100"
"20","10","0.100"
"34","11","0.082"
"36","12","0.071"
"37","13","0.021"
"30","14","-0.021"
"26","15","-0.024"
"17","16","-0.066"
"21","17","-0.066"
"15","18","-0.076"
"12","19","-0.083"
"22","20","-0.145"
"6","21","-0.195"
"14","22","-0.204"
"24","23","-0.221"
"4","24","-0.222"
"7","25","-0.242"
"10","26","-0.288"
"13","27","-0.313"
"8","28","-0.322"
"29","29","-0.333"
"16","30","-0.335"
"33","31","-0.353"
"23","32","-0.367"
"2","33","-0.375"
"3","34","-0.383"
"38","35","-0.384"
"9","36","-0.422"
"5","37","-0.499"
"11","38","-0.532"
