"Atom number","Rang","Delta P"
"21","1","0.067"
"23","2","0.067"
"14","3","-0.062"
"18","4","-0.062"
"19","5","-0.062"
"11","6","-0.100"
"13","7","-0.107"
"15","8","-0.107"
"16","9","-0.107"
"17","10","-0.107"
"12","11","-0.124"
"3","12","-0.135"
"1","13","-0.140"
"26","14","-0.186"
"8","15","-0.204"
"6","16","-0.253"
"5","17","-0.417"
"10","18","-0.523"
"2","19","-0.715"
"24","20","-0.725"
"25","21","-0.773"
"4","22","-0.803"
"9","23","-0.823"
"20","24","-0.835"
"7","25","-0.905"
"22","26","-0.909"
