"Atom number","Rang","Delta P"
"1","1","0.682"
"8","2","0.241"
"26","3","0.177"
"27","4","0.157"
"3","5","0.047"
"6","6","-0.054"
"21","7","-0.054"
"12","8","-0.132"
"18","9","-0.132"
"5","10","-0.272"
"20","11","-0.274"
"28","12","-0.315"
"4","13","-0.338"
"19","14","-0.343"
"25","15","-0.354"
"2","16","-0.355"
"11","17","-0.405"
"13","18","-0.405"
"17","19","-0.405"
"9","20","-0.408"
"10","21","-0.462"
"15","22","-0.501"
"16","23","-0.527"
"14","24","-0.598"
"7","25","-0.641"
"29","26","-0.760"
"23","27","-0.762"
"22","28","-0.787"
"24","29","-0.788"
"30","30","-0.861"
