"Atom number","Rang","Delta P"
"21","1","0.567"
"1","2","0.357"
"17","3","0.310"
"10","4","0.308"
"27","5","0.264"
"28","6","0.201"
"29","7","0.170"
"15","8","0.063"
"18","9","-0.126"
"24","10","-0.145"
"7","11","-0.152"
"3","12","-0.238"
"16","13","-0.251"
"14","14","-0.345"
"19","15","-0.355"
"22","16","-0.401"
"33","17","-0.436"
"11","18","-0.457"
"5","19","-0.461"
"8","20","-0.466"
"6","21","-0.515"
"12","22","-0.533"
"9","23","-0.544"
"26","24","-0.555"
"31","25","-0.555"
"4","26","-0.596"
"2","27","-0.609"
"25","28","-0.611"
"32","29","-0.611"
"20","30","-0.619"
"23","31","-0.685"
"13","32","-0.697"
"30","33","-0.814"
