"Atom number","Rang","Delta P"
"12","1","0.189"
"26","2","0.174"
"32","3","0.166"
"2","4","0.148"
"23","5","0.142"
"3","6","0.122"
"10","7","0.122"
"14","8","0.122"
"16","9","0.122"
"21","10","0.122"
"24","11","0.122"
"31","12","0.122"
"11","13","0.100"
"1","14","0.091"
"33","15","0.085"
"19","16","0.018"
"27","17","-0.014"
"22","18","-0.029"
"29","19","-0.040"
"35","20","-0.040"
"20","21","-0.125"
"4","22","-0.197"
"18","23","-0.233"
"5","24","-0.295"
"15","25","-0.320"
"17","26","-0.355"
"9","27","-0.363"
"28","28","-0.400"
"13","29","-0.488"
"6","30","-0.506"
"30","31","-0.508"
"25","32","-0.526"
"34","33","-0.529"
"7","34","-0.734"
"8","35","-0.877"
