"Atom number","Rang","Delta P"
"1","1","0.488"
"13","2","0.287"
"6","3","0.124"
"18","4","-0.060"
"22","5","-0.060"
"15","6","-0.071"
"17","7","-0.073"
"16","8","-0.101"
"14","9","-0.109"
"24","10","-0.148"
"31","11","-0.148"
"4","12","-0.151"
"21","13","-0.154"
"25","14","-0.236"
"30","15","-0.236"
"10","16","-0.237"
"27","17","-0.345"
"20","18","-0.348"
"9","19","-0.412"
"23","20","-0.413"
"7","21","-0.427"
"5","22","-0.496"
"28","23","-0.500"
"26","24","-0.518"
"12","25","-0.560"
"29","26","-0.631"
"11","27","-0.650"
"8","28","-0.656"
"2","29","-0.663"
"3","30","-0.667"
"19","31","-0.668"
