"Atom number","Rang","Delta P"
"10","1","0.161"
"16","2","-0.049"
"20","3","-0.049"
"24","4","-0.049"
"25","5","-0.049"
"13","6","-0.083"
"15","7","-0.090"
"17","8","-0.090"
"18","9","-0.090"
"19","10","-0.090"
"21","11","-0.090"
"22","12","-0.090"
"23","13","-0.090"
"14","14","-0.105"
"3","15","-0.114"
"1","16","-0.118"
"26","17","-0.136"
"29","18","-0.151"
"6","19","-0.185"
"5","20","-0.318"
"12","21","-0.344"
"2","22","-0.612"
"27","23","-0.676"
"28","24","-0.684"
"11","25","-0.717"
"8","26","-0.742"
"4","27","-0.766"
"9","28","-0.779"
"7","29","-0.813"
