"Atom number","Rang","Delta P"
"2","1","0.451"
"1","2","0.306"
"7","3","0.306"
"5","4","0.297"
"20","5","0.241"
"16","6","0.143"
"19","7","0.143"
"22","8","0.143"
"25","9","0.143"
"4","10","0.124"
"3","11","0.076"
"21","12","-0.011"
"18","13","-0.048"
"15","14","-0.134"
"14","15","-0.156"
"24","16","-0.203"
"8","17","-0.205"
"17","18","-0.213"
"29","19","-0.238"
"13","20","-0.254"
"11","21","-0.314"
"23","22","-0.375"
"26","23","-0.382"
"9","24","-0.434"
"27","25","-0.467"
"6","26","-0.469"
"28","27","-0.474"
"12","28","-0.495"
"10","29","-0.519"
