"Atom number","Rang","Delta P"
"8","1","0.739"
"16","2","0.293"
"2","3","0.274"
"13","4","0.263"
"9","5","0.150"
"7","6","0.029"
"6","7","-0.237"
"5","8","-0.308"
"23","9","-0.308"
"1","10","-0.321"
"4","11","-0.378"
"14","12","-0.418"
"25","13","-0.497"
"32","14","-0.497"
"26","15","-0.556"
"31","16","-0.556"
"33","17","-0.568"
"19","18","-0.608"
"28","19","-0.619"
"21","20","-0.662"
"22","21","-0.673"
"29","22","-0.675"
"24","23","-0.703"
"15","24","-0.720"
"27","25","-0.750"
"20","26","-0.757"
"3","27","-0.762"
"11","28","-0.786"
"30","29","-0.798"
"12","30","-0.815"
"18","31","-0.855"
"17","32","-0.861"
"10","33","-0.904"
