"Atom number","Rang","Delta P"
"1","1","0.085"
"27","2","-0.035"
"24","3","-0.097"
"39","4","-0.152"
"6","5","-0.224"
"30","6","-0.235"
"4","7","-0.250"
"5","8","-0.283"
"29","9","-0.290"
"44","10","-0.300"
"21","11","-0.301"
"12","12","-0.358"
"25","13","-0.370"
"31","14","-0.370"
"34","15","-0.370"
"37","16","-0.370"
"40","17","-0.370"
"43","18","-0.370"
"15","19","-0.389"
"22","20","-0.416"
"14","21","-0.445"
"42","22","-0.447"
"35","23","-0.453"
"38","24","-0.458"
"11","25","-0.465"
"33","26","-0.504"
"9","27","-0.505"
"36","28","-0.515"
"16","29","-0.518"
"3","30","-0.573"
"18","31","-0.587"
"10","32","-0.605"
"19","33","-0.627"
"23","34","-0.643"
"7","35","-0.649"
"13","36","-0.660"
"8","37","-0.674"
"20","38","-0.675"
"28","39","-0.708"
"17","40","-0.716"
"26","41","-0.738"
"41","42","-0.747"
"32","43","-0.750"
"45","44","-0.814"
"2","45","-0.841"
