"Atom number","Rang","Delta P"
"1","1","0.396"
"26","2","0.190"
"5","3","0.069"
"29","4","-0.039"
"4","5","-0.113"
"28","6","-0.158"
"6","7","-0.258"
"21","8","-0.356"
"15","9","-0.368"
"11","10","-0.458"
"18","11","-0.472"
"14","12","-0.512"
"24","13","-0.584"
"10","14","-0.609"
"25","15","-0.610"
"16","16","-0.615"
"9","17","-0.623"
"12","18","-0.642"
"20","19","-0.720"
"3","20","-0.721"
"22","21","-0.723"
"19","22","-0.731"
"13","23","-0.766"
"17","24","-0.766"
"23","25","-0.785"
"27","26","-0.849"
"7","27","-0.850"
"8","28","-0.862"
"2","29","-0.924"
