"Atom number","Rang","Delta P"
"15","1","0.251"
"24","2","0.251"
"14","3","0.239"
"16","4","0.239"
"23","5","0.239"
"25","6","0.239"
"12","7","0.021"
"21","8","0.021"
"13","9","-0.210"
"17","10","-0.210"
"22","11","-0.210"
"26","12","-0.210"
"10","13","-0.321"
"28","14","-0.321"
"8","15","-0.327"
"19","16","-0.355"
"18","17","-0.357"
"4","18","-0.364"
"9","19","-0.411"
"27","20","-0.411"
"7","21","-0.460"
"11","22","-0.524"
"20","23","-0.524"
"6","24","-0.530"
"1","25","-0.692"
"2","26","-0.869"
"5","27","-0.887"
"3","28","-0.896"
