"Atom number","Rang","Delta P"
"11","1","0.071"
"5","2","0.009"
"2","3","-0.065"
"33","4","-0.074"
"23","5","-0.097"
"1","6","-0.109"
"32","7","-0.137"
"3","8","-0.157"
"10","9","-0.157"
"14","10","-0.157"
"16","11","-0.157"
"21","12","-0.157"
"24","13","-0.157"
"31","14","-0.157"
"12","15","-0.180"
"26","16","-0.187"
"27","17","-0.191"
"29","18","-0.253"
"35","19","-0.273"
"4","20","-0.335"
"6","21","-0.357"
"19","22","-0.380"
"20","23","-0.394"
"13","24","-0.427"
"18","25","-0.503"
"17","26","-0.504"
"30","27","-0.513"
"15","28","-0.516"
"22","29","-0.540"
"9","30","-0.572"
"28","31","-0.734"
"34","32","-0.755"
"7","33","-0.785"
"25","34","-0.875"
"8","35","-0.885"
