"Atom number","Rang","Delta P"
"20","1","-0.078"
"21","2","-0.109"
"5","3","-0.114"
"19","4","-0.142"
"10","5","-0.210"
"4","6","-0.214"
"1","7","-0.246"
"24","8","-0.280"
"18","9","-0.305"
"6","10","-0.341"
"3","11","-0.374"
"7","12","-0.374"
"9","13","-0.374"
"12","14","-0.374"
"16","15","-0.374"
"23","16","-0.374"
"8","17","-0.390"
"2","18","-0.435"
"26","19","-0.454"
"22","20","-0.467"
"11","21","-0.476"
"25","22","-0.517"
"15","23","-0.583"
"17","24","-0.893"
"14","25","-0.899"
"13","26","-0.957"
