"Atom number","Rang","Delta P"
"2","1","0.789"
"21","2","0.206"
"13","3","0.116"
"3","4","-0.121"
"4","5","-0.121"
"11","6","-0.195"
"6","7","-0.202"
"20","8","-0.233"
"27","9","-0.246"
"24","10","-0.256"
"26","11","-0.258"
"19","12","-0.296"
"14","13","-0.299"
"7","14","-0.310"
"10","15","-0.313"
"9","16","-0.404"
"16","17","-0.468"
"25","18","-0.534"
"1","19","-0.543"
"8","20","-0.592"
"15","21","-0.610"
"23","22","-0.650"
"22","23","-0.667"
"5","24","-0.710"
"12","25","-0.853"
"17","26","-0.879"
"18","27","-0.888"
