"Atom number","Rang","Delta P"
"2","1","0.342"
"7","2","0.151"
"5","3","0.130"
"1","4","0.097"
"4","5","0.056"
"3","6","0.042"
"20","7","0.041"
"16","8","-0.091"
"19","9","-0.091"
"22","10","-0.091"
"25","11","-0.091"
"15","12","-0.167"
"18","13","-0.301"
"21","14","-0.355"
"27","15","-0.381"
"24","16","-0.460"
"29","17","-0.484"
"8","18","-0.501"
"13","19","-0.506"
"10","20","-0.539"
"28","21","-0.546"
"26","22","-0.559"
"12","23","-0.564"
"11","24","-0.566"
"23","25","-0.616"
"9","26","-0.663"
"17","27","-0.723"
"14","28","-0.736"
"6","29","-0.787"
