"Atom number","Rang","Delta P"
"13","1","0.176"
"1","2","0.139"
"16","3","0.007"
"15","4","-0.118"
"17","5","-0.118"
"6","6","-0.218"
"24","7","-0.253"
"31","8","-0.253"
"10","9","-0.289"
"18","10","-0.303"
"22","11","-0.303"
"25","12","-0.319"
"30","13","-0.319"
"9","14","-0.331"
"20","15","-0.357"
"4","16","-0.391"
"27","17","-0.417"
"14","18","-0.419"
"21","19","-0.465"
"23","20","-0.495"
"26","21","-0.585"
"28","22","-0.634"
"3","23","-0.643"
"19","24","-0.666"
"5","25","-0.681"
"12","26","-0.683"
"7","27","-0.729"
"29","28","-0.731"
"2","29","-0.751"
"11","30","-0.778"
"8","31","-0.784"
