"Atom number","Rang","Delta P"
"2","1","0.096"
"1","2","0.091"
"6","3","0.033"
"31","4","0.032"
"3","5","0.020"
"9","6","-0.060"
"29","7","-0.066"
"32","8","-0.093"
"17","9","-0.096"
"7","10","-0.111"
"30","11","-0.149"
"13","12","-0.182"
"5","13","-0.200"
"21","14","-0.206"
"4","15","-0.221"
"19","16","-0.235"
"8","17","-0.241"
"25","18","-0.290"
"18","19","-0.291"
"20","20","-0.291"
"26","21","-0.325"
"27","22","-0.325"
"28","23","-0.325"
"23","24","-0.329"
"22","25","-0.330"
"24","26","-0.336"
"11","27","-0.373"
"12","28","-0.399"
"14","29","-0.419"
"15","30","-0.489"
"10","31","-0.508"
"16","32","-0.587"
