"Atom number","Rang","Delta P"
"1","1","0.661"
"26","2","0.120"
"29","3","0.111"
"25","4","-0.185"
"5","5","-0.202"
"4","6","-0.235"
"28","7","-0.269"
"21","8","-0.309"
"15","9","-0.313"
"10","10","-0.335"
"6","11","-0.393"
"14","12","-0.442"
"20","13","-0.481"
"23","14","-0.484"
"13","15","-0.543"
"17","16","-0.543"
"16","17","-0.554"
"12","18","-0.640"
"27","19","-0.651"
"9","20","-0.711"
"11","21","-0.745"
"24","22","-0.745"
"22","23","-0.746"
"2","24","-0.755"
"19","25","-0.759"
"18","26","-0.768"
"3","27","-0.790"
"8","28","-0.916"
"7","29","-0.927"
