"Atom number","Rang","Delta P"
"25","1","0.170"
"30","2","-0.025"
"16","3","-0.028"
"32","4","-0.052"
"3","5","-0.072"
"6","6","-0.072"
"8","7","-0.072"
"11","8","-0.072"
"24","9","-0.072"
"40","10","-0.074"
"39","11","-0.078"
"42","12","-0.082"
"41","13","-0.105"
"22","14","-0.107"
"12","15","-0.114"
"38","16","-0.118"
"37","17","-0.144"
"20","18","-0.146"
"1","19","-0.148"
"31","20","-0.171"
"28","21","-0.193"
"9","22","-0.217"
"10","23","-0.221"
"4","24","-0.232"
"15","25","-0.241"
"14","26","-0.246"
"18","27","-0.258"
"29","28","-0.277"
"34","29","-0.277"
"33","30","-0.283"
"26","31","-0.295"
"2","32","-0.315"
"36","33","-0.322"
"17","34","-0.324"
"7","35","-0.326"
"13","36","-0.335"
"27","37","-0.345"
"5","38","-0.352"
"23","39","-0.353"
"35","40","-0.372"
"19","41","-0.382"
"21","42","-0.435"
