"Atom number","Rang","Delta P"
"7","1","0.926"
"11","2","0.390"
"12","3","0.334"
"9","4","0.166"
"17","5","0.001"
"21","6","0.001"
"14","7","-0.010"
"15","8","-0.075"
"16","9","-0.075"
"18","10","-0.075"
"19","11","-0.075"
"20","12","-0.075"
"22","13","-0.075"
"23","14","-0.075"
"24","15","-0.075"
"25","16","-0.075"
"8","17","-0.103"
"13","18","-0.213"
"10","19","-0.407"
"27","20","-0.446"
"26","21","-0.455"
"4","22","-0.525"
"5","23","-0.576"
"29","24","-0.672"
"1","25","-0.692"
"28","26","-0.776"
"2","27","-0.852"
"6","28","-0.919"
"3","29","-0.970"
