"Atom number","Rang","Delta P"
"34","1","0.210"
"31","2","0.206"
"37","3","0.095"
"1","4","0.066"
"22","5","0.018"
"19","6","-0.025"
"4","7","-0.069"
"7","8","-0.069"
"30","9","-0.069"
"33","10","-0.069"
"36","11","-0.069"
"12","12","-0.145"
"5","13","-0.167"
"23","14","-0.167"
"24","15","-0.191"
"25","16","-0.191"
"21","17","-0.200"
"20","18","-0.209"
"18","19","-0.233"
"2","20","-0.261"
"15","21","-0.283"
"14","22","-0.334"
"17","23","-0.407"
"26","24","-0.407"
"28","25","-0.438"
"10","26","-0.441"
"16","27","-0.447"
"27","28","-0.447"
"35","29","-0.463"
"32","30","-0.465"
"8","31","-0.471"
"3","32","-0.528"
"11","33","-0.532"
"9","34","-0.537"
"29","35","-0.577"
"6","36","-0.654"
"13","37","-0.672"
