"Atom number","Rang","Delta P"
"1","1","-0.200"
"36","2","-0.200"
"3","3","-0.224"
"6","4","-0.224"
"8","5","-0.224"
"11","6","-0.224"
"24","7","-0.224"
"34","8","-0.246"
"17","9","-0.256"
"4","10","-0.287"
"2","11","-0.289"
"20","12","-0.337"
"28","13","-0.372"
"26","14","-0.394"
"23","15","-0.399"
"31","16","-0.408"
"35","17","-0.427"
"32","18","-0.437"
"33","19","-0.441"
"14","20","-0.449"
"18","21","-0.465"
"39","22","-0.517"
"38","23","-0.528"
"29","24","-0.559"
"30","25","-0.591"
"22","26","-0.607"
"37","27","-0.636"
"12","28","-0.653"
"10","29","-0.655"
"40","30","-0.655"
"5","31","-0.694"
"16","32","-0.700"
"9","33","-0.703"
"27","34","-0.752"
"15","35","-0.759"
"25","36","-0.790"
"19","37","-0.814"
"7","38","-0.821"
"13","39","-0.840"
"21","40","-0.859"
