"Atom number","Rang","Delta P"
"2","1","0.542"
"13","2","0.322"
"20","3","0.167"
"14","4","0.132"
"24","5","0.113"
"25","6","0.105"
"23","7","0.013"
"21","8","0.010"
"19","9","-0.019"
"28","10","-0.048"
"6","11","-0.069"
"7","12","-0.090"
"9","13","-0.152"
"27","14","-0.261"
"10","15","-0.287"
"3","16","-0.324"
"4","17","-0.324"
"1","18","-0.346"
"15","19","-0.352"
"16","20","-0.369"
"8","21","-0.406"
"11","22","-0.410"
"22","23","-0.425"
"26","24","-0.483"
"18","25","-0.510"
"12","26","-0.520"
"17","27","-0.542"
"5","28","-0.582"
