"Atom number","Rang","Delta P"
"11","1","0.015"
"23","2","0.011"
"10","3","-0.051"
"26","4","-0.057"
"16","5","-0.088"
"3","6","-0.090"
"4","7","-0.090"
"1","8","-0.116"
"25","9","-0.141"
"27","10","-0.148"
"20","11","-0.149"
"6","12","-0.150"
"2","13","-0.161"
"7","14","-0.165"
"9","15","-0.182"
"8","16","-0.187"
"13","17","-0.197"
"22","18","-0.200"
"5","19","-0.204"
"14","20","-0.215"
"21","21","-0.223"
"15","22","-0.227"
"24","23","-0.231"
"19","24","-0.246"
"12","25","-0.248"
"18","26","-0.344"
"17","27","-0.389"
