"Atom number","Rang","Delta P"
"15","1","0.953"
"1","2","0.280"
"5","3","0.115"
"25","4","0.086"
"28","5","0.086"
"33","6","0.086"
"36","7","0.086"
"39","8","0.086"
"21","9","0.060"
"12","10","-0.014"
"22","11","-0.068"
"20","12","-0.084"
"10","13","-0.113"
"35","14","-0.124"
"32","15","-0.132"
"11","16","-0.162"
"38","17","-0.164"
"24","18","-0.196"
"41","19","-0.197"
"6","20","-0.218"
"29","21","-0.263"
"30","22","-0.267"
"7","23","-0.274"
"8","24","-0.274"
"9","25","-0.274"
"16","26","-0.290"
"27","27","-0.335"
"31","28","-0.380"
"40","29","-0.397"
"37","30","-0.413"
"34","31","-0.426"
"23","32","-0.427"
"3","33","-0.443"
"18","34","-0.445"
"26","35","-0.459"
"2","36","-0.466"
"19","37","-0.484"
"14","38","-0.494"
"42","39","-0.510"
"13","40","-0.573"
"4","41","-0.612"
"43","42","-0.616"
"17","43","-0.619"
