"Atom number","Rang","Delta P"
"2","1","0.874"
"1","2","0.705"
"26","3","0.171"
"27","4","0.124"
"4","5","0.113"
"3","6","0.088"
"19","7","0.048"
"6","8","0.031"
"21","9","0.031"
"8","10","-0.140"
"10","11","-0.150"
"12","12","-0.182"
"18","13","-0.182"
"9","14","-0.274"
"7","15","-0.317"
"5","16","-0.321"
"28","17","-0.348"
"20","18","-0.351"
"13","19","-0.375"
"17","20","-0.375"
"25","21","-0.387"
"15","22","-0.430"
"11","23","-0.450"
"16","24","-0.459"
"14","25","-0.545"
"23","26","-0.606"
"30","27","-0.724"
"24","28","-0.798"
"29","29","-0.829"
"22","30","-0.849"
