"Atom number","Rang","Delta P"
"26","1","0.633"
"12","2","0.427"
"27","3","0.056"
"11","4","0.029"
"13","5","0.029"
"17","6","-0.078"
"25","7","-0.133"
"18","8","-0.174"
"16","9","-0.194"
"10","10","-0.216"
"6","11","-0.261"
"21","12","-0.263"
"8","13","-0.274"
"9","14","-0.276"
"1","15","-0.282"
"4","16","-0.332"
"5","17","-0.356"
"19","18","-0.357"
"29","19","-0.381"
"30","20","-0.393"
"31","21","-0.393"
"32","22","-0.393"
"24","23","-0.414"
"20","24","-0.422"
"2","25","-0.425"
"15","26","-0.429"
"7","27","-0.456"
"23","28","-0.494"
"28","29","-0.517"
"22","30","-0.617"
"14","31","-0.688"
"3","32","-0.698"
